BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Taxon,Genus,Sp,Strain,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath,md5sum
3.1,FungiDB-46_CneoformansKN99,7134,6966,GFF,http://FungiDB.org/common/downloads/release-46/CneoformansKN99/gff/data/FungiDB-46_CneoformansKN99.gff,46,Cryptococcus neoformans,5207,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cryptococcus.neoformans.var.grubii.KN99.v46,GRanges.Cryptococcus.neoformans.var.grubii.KN99.v46.rda,fungidb.Cryptococcus.neoformans.var.grubii.KN99.v46,org.Cneoformans.var.grubii.KN99.v46.eg.db,TxDb.Cryptococcus.neoformans.var.grubii.KN99.FungiDB.v46,Cryptococcus neoformans var grubii KN99,Cryptococcus,neoformans,var.grubii.KN99,EuPathDB/BSgenome/3.10/BSGenome.Cryptococcus.neoformans.var.grubii.KN99.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptococcus.neoformans.var.grubii.KN99.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Cryptococcus.neoformans.var.grubii.KN99.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cneoformans.var.grubii.KN99.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptococcus.neoformans.var.grubii.KN99.FungiDB.v46.sqlite,Cryptococcus neoformans var. grubii KN99,Transcript information for Cryptococcus neoformans var grubii KN99,FungiDB 46 annotations for Cryptococcus neoformans var grubii KN99,OrgDb,SQLiteFile,org.Cneoformans.var.grubii.KN99.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cneoformans.var.grubii.KN99.v46.eg.sqlite,72845cf257ad2424f71596a3a128fd0c
3.1,FungiDB-46_EmesophilaCBS40295,9237,8722,GFF,http://FungiDB.org/common/downloads/release-46/EmesophilaCBS40295/gff/data/FungiDB-46_EmesophilaCBS40295.gff,46,Exophiala mesophila,212818,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Exophiala.mesophila.CBS.40295.v46,GRanges.Exophiala.mesophila.CBS.40295.v46.rda,fungidb.Exophiala.mesophila.CBS.40295.v46,org.Emesophila.CBS.40295.v46.eg.db,TxDb.Exophiala.mesophila.CBS.40295.FungiDB.v46,Exophiala mesophila CBS 40295,Exophiala,mesophila,strain.CBS.40295,EuPathDB/BSgenome/3.10/BSGenome.Exophiala.mesophila.CBS.40295.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Exophiala.mesophila.CBS.40295.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Exophiala.mesophila.CBS.40295.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Emesophila.CBS.40295.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Exophiala.mesophila.CBS.40295.FungiDB.v46.sqlite,Exophiala mesophila strain CBS 40295,Transcript information for Exophiala mesophila CBS 40295,FungiDB 46 annotations for Exophiala mesophila CBS 40295,OrgDb,SQLiteFile,org.Emesophila.CBS.40295.v46.eg.db,EuPathDB/OrgDb/3.10/org.Emesophila.CBS.40295.v46.eg.sqlite,7942b2137deac218b4e5f160480fe9eb
3.1,FungiDB-46_EoligospermaCBS72588,11938,11129,GFF,http://FungiDB.org/common/downloads/release-46/EoligospermaCBS72588/gff/data/FungiDB-46_EoligospermaCBS72588.gff,46,Exophiala oligosperma,215243,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Exophiala.oligosperma.CBS.72588.v46,GRanges.Exophiala.oligosperma.CBS.72588.v46.rda,fungidb.Exophiala.oligosperma.CBS.72588.v46,org.Eoligosperma.CBS.72588.v46.eg.db,TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v46,Exophiala oligosperma CBS 72588,Exophiala,oligosperma,strain.CBS.72588,EuPathDB/BSgenome/3.10/BSGenome.Exophiala.oligosperma.CBS.72588.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Exophiala.oligosperma.CBS.72588.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Exophiala.oligosperma.CBS.72588.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Eoligosperma.CBS.72588.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v46.sqlite,Exophiala oligosperma strain CBS 72588,Transcript information for Exophiala oligosperma CBS 72588,FungiDB 46 annotations for Exophiala oligosperma CBS 72588,OrgDb,SQLiteFile,org.Eoligosperma.CBS.72588.v46.eg.db,EuPathDB/OrgDb/3.10/org.Eoligosperma.CBS.72588.v46.eg.sqlite,dcf504094a163129b56b32d7c92a5671
3.1,FungiDB-46_FoxysporumFOSC3a,17642,16919,GFF,http://FungiDB.org/common/downloads/release-46/FoxysporumFOSC3a/gff/data/FungiDB-46_FoxysporumFOSC3a.gff,46,Fusarium sp. FOSC 3-a,909455,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.oxysporum.FOSC.3.a.v46,GRanges.Fusarium.oxysporum.FOSC.3.a.v46.rda,fungidb.Fusarium.oxysporum.FOSC.3.a.v46,org.Foxysporum.FOSC.3.a.v46.eg.db,TxDb.Fusarium.oxysporum.FOSC.3.a.FungiDB.v46,Fusarium oxysporum FOSC 3 a,Fusarium,oxysporum,FOSC.3.a,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.oxysporum.FOSC.3.a.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.oxysporum.FOSC.3.a.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.oxysporum.FOSC.3.a.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Foxysporum.FOSC.3.a.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.oxysporum.FOSC.3.a.FungiDB.v46.sqlite,Fusarium oxysporum FOSC 3-a,Transcript information for Fusarium oxysporum FOSC 3 a,FungiDB 46 annotations for Fusarium oxysporum FOSC 3 a,OrgDb,SQLiteFile,org.Foxysporum.FOSC.3.a.v46.eg.db,EuPathDB/OrgDb/3.10/org.Foxysporum.FOSC.3.a.v46.eg.sqlite,a7287339d530b33ea5b9dff43a3cd71f
3.1,FungiDB-46_FproliferatumNRRL62905,15602,15115,GFF,http://FungiDB.org/common/downloads/release-46/FproliferatumNRRL62905/gff/data/FungiDB-46_FproliferatumNRRL62905.gff,46,Fusarium proliferatum,948311,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fusarium.proliferatum.NRRL62905.v46,GRanges.Fusarium.proliferatum.NRRL62905.v46.rda,fungidb.Fusarium.proliferatum.NRRL62905.v46,org.Fproliferatum.NRRL62905.v46.eg.db,TxDb.Fusarium.proliferatum.NRRL62905.FungiDB.v46,Fusarium proliferatum NRRL62905,Fusarium,proliferatum,strain.NRRL62905,EuPathDB/BSgenome/3.10/BSGenome.Fusarium.proliferatum.NRRL62905.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Fusarium.proliferatum.NRRL62905.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Fusarium.proliferatum.NRRL62905.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Fproliferatum.NRRL62905.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Fusarium.proliferatum.NRRL62905.FungiDB.v46.sqlite,Fusarium proliferatum strain NRRL62905,Transcript information for Fusarium proliferatum NRRL62905,FungiDB 46 annotations for Fusarium proliferatum NRRL62905,OrgDb,SQLiteFile,org.Fproliferatum.NRRL62905.v46.eg.db,EuPathDB/OrgDb/3.10/org.Fproliferatum.NRRL62905.v46.eg.sqlite,9acdeaf7fcf00b1837446dc027fdbdae
3.1,FungiDB-46_LprolificansJHH5317,8978,8443,GFF,http://FungiDB.org/common/downloads/release-46/LprolificansJHH5317/gff/data/FungiDB-46_LprolificansJHH5317.gff,46,Lomentospora prolificans,41688,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Lomentospora.prolificans.JHH.5317.v46,GRanges.Lomentospora.prolificans.JHH.5317.v46.rda,fungidb.Lomentospora.prolificans.JHH.5317.v46,org.Lprolificans.JHH.5317.v46.eg.db,TxDb.Lomentospora.prolificans.JHH.5317.FungiDB.v46,Lomentospora prolificans JHH 5317,Lomentospora,prolificans,JHH.5317,EuPathDB/BSgenome/3.10/BSGenome.Lomentospora.prolificans.JHH.5317.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Lomentospora.prolificans.JHH.5317.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Lomentospora.prolificans.JHH.5317.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Lprolificans.JHH.5317.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Lomentospora.prolificans.JHH.5317.FungiDB.v46.sqlite,Lomentospora prolificans JHH-5317,Transcript information for Lomentospora prolificans JHH 5317,FungiDB 46 annotations for Lomentospora prolificans JHH 5317,OrgDb,SQLiteFile,org.Lprolificans.JHH.5317.v46.eg.db,EuPathDB/OrgDb/3.10/org.Lprolificans.JHH.5317.v46.eg.sqlite,59f69eb08c269d5c9cdf0470d84d46fe
3.1,FungiDB-46_Moryzae70-15,13184,11656,GFF,http://FungiDB.org/common/downloads/release-46/Moryzae70-15/gff/data/FungiDB-46_Moryzae70-15.gff,46,Pyricularia oryzae 70-15,242507,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Magnaporthe.oryzae.70.15.v46,GRanges.Magnaporthe.oryzae.70.15.v46.rda,fungidb.Magnaporthe.oryzae.70.15.v46,org.Moryzae.70.15.v46.eg.db,TxDb.Magnaporthe.oryzae.70.15.FungiDB.v46,Magnaporthe oryzae 70 15,Magnaporthe,oryzae,70.15,EuPathDB/BSgenome/3.10/BSGenome.Magnaporthe.oryzae.70.15.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Magnaporthe.oryzae.70.15.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Magnaporthe.oryzae.70.15.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Moryzae.70.15.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Magnaporthe.oryzae.70.15.FungiDB.v46.sqlite,Magnaporthe oryzae 70-15,Transcript information for Magnaporthe oryzae 70 15,FungiDB 46 annotations for Magnaporthe oryzae 70 15,OrgDb,SQLiteFile,org.Moryzae.70.15.v46.eg.db,EuPathDB/OrgDb/3.10/org.Moryzae.70.15.v46.eg.sqlite,a9bb38a4e6c203bdf5ba6914d5451369
3.1,FungiDB-46_MoryzaeBR32,15000,12870,GFF,http://FungiDB.org/common/downloads/release-46/MoryzaeBR32/gff/data/FungiDB-46_MoryzaeBR32.gff,46,Magnaporthe oryzae,318829,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Magnaporthe.oryzae.BR32.v46,GRanges.Magnaporthe.oryzae.BR32.v46.rda,fungidb.Magnaporthe.oryzae.BR32.v46,org.Moryzae.BR32.v46.eg.db,TxDb.Magnaporthe.oryzae.BR32.FungiDB.v46,Magnaporthe oryzae BR32,Magnaporthe,oryzae,BR32,EuPathDB/BSgenome/3.10/BSGenome.Magnaporthe.oryzae.BR32.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Magnaporthe.oryzae.BR32.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Magnaporthe.oryzae.BR32.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Moryzae.BR32.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Magnaporthe.oryzae.BR32.FungiDB.v46.sqlite,Magnaporthe oryzae BR32,Transcript information for Magnaporthe oryzae BR32,FungiDB 46 annotations for Magnaporthe oryzae BR32,OrgDb,SQLiteFile,org.Moryzae.BR32.v46.eg.db,EuPathDB/OrgDb/3.10/org.Moryzae.BR32.v46.eg.sqlite,61c9e59748158e9ab43955ad19d2e041
3.1,FungiDB-46_MrestrictaKCTC27527,4543,4206,GFF,http://FungiDB.org/common/downloads/release-46/MrestrictaKCTC27527/gff/data/FungiDB-46_MrestrictaKCTC27527.gff,46,Malassezia restricta,76775,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Malassezia.restricta.KCTC.27527.v46,GRanges.Malassezia.restricta.KCTC.27527.v46.rda,fungidb.Malassezia.restricta.KCTC.27527.v46,org.Mrestricta.KCTC.27527.v46.eg.db,TxDb.Malassezia.restricta.KCTC.27527.FungiDB.v46,Malassezia restricta KCTC 27527,Malassezia,restricta,KCTC.27527,EuPathDB/BSgenome/3.10/BSGenome.Malassezia.restricta.KCTC.27527.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Malassezia.restricta.KCTC.27527.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Malassezia.restricta.KCTC.27527.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Mrestricta.KCTC.27527.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Malassezia.restricta.KCTC.27527.FungiDB.v46.sqlite,Malassezia restricta KCTC 27527,Transcript information for Malassezia restricta KCTC 27527,FungiDB 46 annotations for Malassezia restricta KCTC 27527,OrgDb,SQLiteFile,org.Mrestricta.KCTC.27527.v46.eg.db,EuPathDB/OrgDb/3.10/org.Mrestricta.KCTC.27527.v46.eg.sqlite,e1a230d52c97c59bc3c47e7c15053d3c
3.1,FungiDB-46_Ppalmivorasbr112.9,28382,26334,GFF,http://FungiDB.org/common/downloads/release-46/Ppalmivorasbr112.9/gff/data/FungiDB-46_Ppalmivorasbr112.9.gff,46,Phytophthora palmivora,4796,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Phytophthora.palmivora.var.palmivora.sbr112.9.v46,GRanges.Phytophthora.palmivora.var.palmivora.sbr112.9.v46.rda,fungidb.Phytophthora.palmivora.var.palmivora.sbr112.9.v46,org.Ppalmivora.var.palmivora.sbr112.9.v46.eg.db,TxDb.Phytophthora.palmivora.var.palmivora.sbr112.9.FungiDB.v46,Phytophthora palmivora var palmivora sbr112 9,Phytophthora,palmivora,var.palmivora.sbr112.9,EuPathDB/BSgenome/3.10/BSGenome.Phytophthora.palmivora.var.palmivora.sbr112.9.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Phytophthora.palmivora.var.palmivora.sbr112.9.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Phytophthora.palmivora.var.palmivora.sbr112.9.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Ppalmivora.var.palmivora.sbr112.9.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Phytophthora.palmivora.var.palmivora.sbr112.9.FungiDB.v46.sqlite,Phytophthora palmivora var. palmivora strain sbr112.9,Transcript information for Phytophthora palmivora var palmivora sbr112 9,FungiDB 46 annotations for Phytophthora palmivora var palmivora sbr112 9,OrgDb,SQLiteFile,org.Ppalmivora.var.palmivora.sbr112.9.v46.eg.db,EuPathDB/OrgDb/3.10/org.Ppalmivora.var.palmivora.sbr112.9.v46.eg.sqlite,14261c2f60b82b130c322f2f0819ee1a
3.1,FungiDB-46_PramorumPr-102,15897,13880,GFF,http://FungiDB.org/common/downloads/release-46/PramorumPr-102/gff/data/FungiDB-46_PramorumPr-102.gff,46,Phytophthora ramorum,164328,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Phytophthora.ramorum.Pr102.v46,GRanges.Phytophthora.ramorum.Pr102.v46.rda,fungidb.Phytophthora.ramorum.Pr102.v46,org.Pramorum.Pr102.v46.eg.db,TxDb.Phytophthora.ramorum.Pr102.FungiDB.v46,Phytophthora ramorum Pr102,Phytophthora,ramorum,strain.Pr102,EuPathDB/BSgenome/3.10/BSGenome.Phytophthora.ramorum.Pr102.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Phytophthora.ramorum.Pr102.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Phytophthora.ramorum.Pr102.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pramorum.Pr102.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Phytophthora.ramorum.Pr102.FungiDB.v46.sqlite,Phytophthora ramorum strain Pr102,Transcript information for Phytophthora ramorum Pr102,FungiDB 46 annotations for Phytophthora ramorum Pr102,OrgDb,SQLiteFile,org.Pramorum.Pr102.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pramorum.Pr102.v46.eg.sqlite,b8586bc27e0781ed1155d0b09e8bc82d
3.1,FungiDB-46_PultimumDAOMBR144,15430,14763,GFF,http://FungiDB.org/common/downloads/release-46/PultimumDAOMBR144/gff/data/FungiDB-46_PultimumDAOMBR144.gff,46,Globisporangium ultimum DAOM BR144,431595,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Pythium.ultimum.DAOM.BR144.v46,GRanges.Pythium.ultimum.DAOM.BR144.v46.rda,fungidb.Pythium.ultimum.DAOM.BR144.v46,org.Pultimum.DAOM.BR144.v46.eg.db,TxDb.Pythium.ultimum.DAOM.BR144.FungiDB.v46,Pythium ultimum DAOM BR144,Pythium,ultimum,DAOM.BR144,EuPathDB/BSgenome/3.10/BSGenome.Pythium.ultimum.DAOM.BR144.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Pythium.ultimum.DAOM.BR144.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Pythium.ultimum.DAOM.BR144.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pultimum.DAOM.BR144.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Pythium.ultimum.DAOM.BR144.FungiDB.v46.sqlite,Pythium ultimum DAOM BR144,Transcript information for Pythium ultimum DAOM BR144,FungiDB 46 annotations for Pythium ultimum DAOM BR144,OrgDb,SQLiteFile,org.Pultimum.DAOM.BR144.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pultimum.DAOM.BR144.v46.eg.sqlite,d9900257259612636283798f23da7186
3.1,FungiDB-46_PultimumBR650,14091,13080,GFF,http://FungiDB.org/common/downloads/release-46/PultimumBR650/gff/data/FungiDB-46_PultimumBR650.gff,46,Globisporangium ultimum var. sporangiiferum BR650,1223559,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Pythium.ultimum.var.sporangiiferum.BR650.v46,GRanges.Pythium.ultimum.var.sporangiiferum.BR650.v46.rda,fungidb.Pythium.ultimum.var.sporangiiferum.BR650.v46,org.Pultimum.var.sporangiiferum.BR650.v46.eg.db,TxDb.Pythium.ultimum.var.sporangiiferum.BR650.FungiDB.v46,Pythium ultimum var sporangiiferum BR650,Pythium,ultimum,var.sporangiiferum.BR650,EuPathDB/BSgenome/3.10/BSGenome.Pythium.ultimum.var.sporangiiferum.BR650.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Pythium.ultimum.var.sporangiiferum.BR650.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Pythium.ultimum.var.sporangiiferum.BR650.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pultimum.var.sporangiiferum.BR650.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Pythium.ultimum.var.sporangiiferum.BR650.FungiDB.v46.sqlite,Pythium ultimum var. sporangiiferum BR650,Transcript information for Pythium ultimum var sporangiiferum BR650,FungiDB 46 annotations for Pythium ultimum var sporangiiferum BR650,OrgDb,SQLiteFile,org.Pultimum.var.sporangiiferum.BR650.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pultimum.var.sporangiiferum.BR650.v46.eg.sqlite,7f9a8144170054828ba7f1cc1001fbdb
3.1,FungiDB-46_PvexansDAOMBR484,11991,11585,GFF,http://FungiDB.org/common/downloads/release-46/PvexansDAOMBR484/gff/data/FungiDB-46_PvexansDAOMBR484.gff,46,Phytopythium vexans DAOM BR484,1223560,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Pythium.vexans.DAOM.BR484.v46,GRanges.Pythium.vexans.DAOM.BR484.v46.rda,fungidb.Pythium.vexans.DAOM.BR484.v46,org.Pvexans.DAOM.BR484.v46.eg.db,TxDb.Pythium.vexans.DAOM.BR484.FungiDB.v46,Pythium vexans DAOM BR484,Pythium,vexans,DAOM.BR484,EuPathDB/BSgenome/3.10/BSGenome.Pythium.vexans.DAOM.BR484.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Pythium.vexans.DAOM.BR484.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Pythium.vexans.DAOM.BR484.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Pvexans.DAOM.BR484.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Pythium.vexans.DAOM.BR484.FungiDB.v46.sqlite,Pythium vexans DAOM BR484,Transcript information for Pythium vexans DAOM BR484,FungiDB 46 annotations for Pythium vexans DAOM BR484,OrgDb,SQLiteFile,org.Pvexans.DAOM.BR484.v46.eg.db,EuPathDB/OrgDb/3.10/org.Pvexans.DAOM.BR484.v46.eg.sqlite,7049eece5600165607ea04638bf6990a
3.1,FungiDB-46_RirregularisA1DAOM664342,26582,24728,GFF,http://FungiDB.org/common/downloads/release-46/RirregularisA1DAOM664342/gff/data/FungiDB-46_RirregularisA1DAOM664342.gff,46,Rhizophagus irregularis,588596,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Rhizophagus.irregularis.A1.DAOM.664342.v46,GRanges.Rhizophagus.irregularis.A1.DAOM.664342.v46.rda,fungidb.Rhizophagus.irregularis.A1.DAOM.664342.v46,org.Rirregularis.A1.DAOM.664342.v46.eg.db,TxDb.Rhizophagus.irregularis.A1.DAOM.664342.FungiDB.v46,Rhizophagus irregularis A1 DAOM 664342,Rhizophagus,irregularis,A1.DAOM.664342,EuPathDB/BSgenome/3.10/BSGenome.Rhizophagus.irregularis.A1.DAOM.664342.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Rhizophagus.irregularis.A1.DAOM.664342.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Rhizophagus.irregularis.A1.DAOM.664342.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Rirregularis.A1.DAOM.664342.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Rhizophagus.irregularis.A1.DAOM.664342.FungiDB.v46.sqlite,Rhizophagus irregularis A1 (DAOM-664342),Transcript information for Rhizophagus irregularis A1 DAOM 664342,FungiDB 46 annotations for Rhizophagus irregularis A1 DAOM 664342,OrgDb,SQLiteFile,org.Rirregularis.A1.DAOM.664342.v46.eg.db,EuPathDB/OrgDb/3.10/org.Rirregularis.A1.DAOM.664342.v46.eg.sqlite,6afe742b23e1c9b210309039fa585da2
3.1,FungiDB-46_ScerevisiaeS288c,6350,5892,GFF,http://FungiDB.org/common/downloads/release-46/ScerevisiaeS288c/gff/data/FungiDB-46_ScerevisiaeS288c.gff,46,Saccharomyces cerevisiae S288C,559292,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Saccharomyces.cerevisiae.S288c.v46,GRanges.Saccharomyces.cerevisiae.S288c.v46.rda,fungidb.Saccharomyces.cerevisiae.S288c.v46,org.Scerevisiae.S288c.v46.eg.db,TxDb.Saccharomyces.cerevisiae.S288c.FungiDB.v46,Saccharomyces cerevisiae S288c,Saccharomyces,cerevisiae,S288c,EuPathDB/BSgenome/3.10/BSGenome.Saccharomyces.cerevisiae.S288c.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Saccharomyces.cerevisiae.S288c.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Saccharomyces.cerevisiae.S288c.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Scerevisiae.S288c.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Saccharomyces.cerevisiae.S288c.FungiDB.v46.sqlite,Saccharomyces cerevisiae S288c,Transcript information for Saccharomyces cerevisiae S288c,FungiDB 46 annotations for Saccharomyces cerevisiae S288c,OrgDb,SQLiteFile,org.Scerevisiae.S288c.v46.eg.db,EuPathDB/OrgDb/3.10/org.Scerevisiae.S288c.v46.eg.sqlite,a057484b503b9def807b417f5096b1ae
3.1,FungiDB-46_SapiospermumIHEM14462,11191,10234,GFF,http://FungiDB.org/common/downloads/release-46/SapiospermumIHEM14462/gff/data/FungiDB-46_SapiospermumIHEM14462.gff,46,Scedosporium apiospermum,563466,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Scedosporium.apiospermum.IHEM.14462.v46,GRanges.Scedosporium.apiospermum.IHEM.14462.v46.rda,fungidb.Scedosporium.apiospermum.IHEM.14462.v46,org.Sapiospermum.IHEM.14462.v46.eg.db,TxDb.Scedosporium.apiospermum.IHEM.14462.FungiDB.v46,Scedosporium apiospermum IHEM 14462,Scedosporium,apiospermum,IHEM.14462,EuPathDB/BSgenome/3.10/BSGenome.Scedosporium.apiospermum.IHEM.14462.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Scedosporium.apiospermum.IHEM.14462.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Scedosporium.apiospermum.IHEM.14462.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Sapiospermum.IHEM.14462.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Scedosporium.apiospermum.IHEM.14462.FungiDB.v46.sqlite,Scedosporium apiospermum IHEM 14462,Transcript information for Scedosporium apiospermum IHEM 14462,FungiDB 46 annotations for Scedosporium apiospermum IHEM 14462,OrgDb,SQLiteFile,org.Sapiospermum.IHEM.14462.v46.eg.db,EuPathDB/OrgDb/3.10/org.Sapiospermum.IHEM.14462.v46.eg.sqlite,0ffe983820727ec03c43b71e79219262
