BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
3.9,MicrosporidiaDB-43_HeriocheirGB1,2770,2465,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/HeriocheirGB1/gff/data/MicrosporidiaDB-43_HeriocheirGB1.gff,43,Hepatospora eriocheir,1081669,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Hepatospora.eriocheir.GB1.v43,GRanges.Hepatospora.eriocheir.GB1.v43.rda,microsporidiadb.Hepatospora.eriocheir.GB1.v43,org.Heriocheir.GB1.v43.eg.db,TxDb.Hepatospora.eriocheir.GB1.MicrosporidiaDB.v43,strain.GB1,Hepatospora eriocheir GB1,,,Hepatospora eriocheir strain GB1,Combined information for Hepatospora eriocheir GB1,MicrosporidiaDB 43 Combined information for Hepatospora eriocheir GB1,OrganismDBI,SQLiteFile,microsporidiadb.Hepatospora.eriocheir.GB1.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Hepatospora.eriocheir.GB1.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_Heriocheircanceri,3117,2785,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/Heriocheircanceri/gff/data/MicrosporidiaDB-43_Heriocheircanceri.gff,43,Hepatospora eriocheir,1081669,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Hepatospora.eriocheir.canceri.v43,GRanges.Hepatospora.eriocheir.canceri.v43.rda,microsporidiadb.Hepatospora.eriocheir.canceri.v43,org.Heriocheir.canceri.v43.eg.db,TxDb.Hepatospora.eriocheir.canceri.MicrosporidiaDB.v43,strain.canceri,Hepatospora eriocheir canceri,,,Hepatospora eriocheir strain canceri,Combined information for Hepatospora eriocheir canceri,MicrosporidiaDB 43 Combined information for Hepatospora eriocheir canceri,OrganismDBI,SQLiteFile,microsporidiadb.Hepatospora.eriocheir.canceri.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Hepatospora.eriocheir.canceri.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_MdaphniaeUGP3,3428,2371,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/MdaphniaeUGP3/gff/data/MicrosporidiaDB-43_MdaphniaeUGP3.gff,43,Mitosporidium daphniae,1485682,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Mitosporidium.daphniae.UGP3.v43,GRanges.Mitosporidium.daphniae.UGP3.v43.rda,microsporidiadb.Mitosporidium.daphniae.UGP3.v43,org.Mdaphniae.UGP3.v43.eg.db,TxDb.Mitosporidium.daphniae.UGP3.MicrosporidiaDB.v43,UGP3,Mitosporidium daphniae UGP3,,,Mitosporidium daphniae UGP3,Combined information for Mitosporidium daphniae UGP3,MicrosporidiaDB 43 Combined information for Mitosporidium daphniae UGP3,OrganismDBI,SQLiteFile,microsporidiadb.Mitosporidium.daphniae.UGP3.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Mitosporidium.daphniae.UGP3.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_NausubeliERTm2,2831,2670,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/NausubeliERTm2/gff/data/MicrosporidiaDB-43_NausubeliERTm2.gff,43,Nematocida ausubeli,1913371,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Nematocida.ausubeli.ERTm2.v43,GRanges.Nematocida.ausubeli.ERTm2.v43.rda,microsporidiadb.Nematocida.ausubeli.ERTm2.v43,org.Nausubeli.ERTm2.v43.eg.db,TxDb.Nematocida.ausubeli.ERTm2.MicrosporidiaDB.v43,ERTm2,Nematocida ausubeli ERTm2,,,Nematocida ausubeli ERTm2,Combined information for Nematocida ausubeli ERTm2,MicrosporidiaDB 43 Combined information for Nematocida ausubeli ERTm2,OrganismDBI,SQLiteFile,microsporidiadb.Nematocida.ausubeli.ERTm2.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Nematocida.ausubeli.ERTm2.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_NausubeliERTm6,2544,2401,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/NausubeliERTm6/gff/data/MicrosporidiaDB-43_NausubeliERTm6.gff,43,Nematocida ausubeli,1913371,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Nematocida.ausubeli.ERTm6.v43,GRanges.Nematocida.ausubeli.ERTm6.v43.rda,microsporidiadb.Nematocida.ausubeli.ERTm6.v43,org.Nausubeli.ERTm6.v43.eg.db,TxDb.Nematocida.ausubeli.ERTm6.MicrosporidiaDB.v43,ERTm6,Nematocida ausubeli ERTm6,,,Nematocida ausubeli ERTm6,Combined information for Nematocida ausubeli ERTm6,MicrosporidiaDB 43 Combined information for Nematocida ausubeli ERTm6,OrganismDBI,SQLiteFile,microsporidiadb.Nematocida.ausubeli.ERTm6.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Nematocida.ausubeli.ERTm6.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_NdisplodereJUm2807,2324,2018,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/NdisplodereJUm2807/gff/data/MicrosporidiaDB-43_NdisplodereJUm2807.gff,43,Nematocida displodere,1805483,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Nematocida.displodere.JUm2807.v43,GRanges.Nematocida.displodere.JUm2807.v43.rda,microsporidiadb.Nematocida.displodere.JUm2807.v43,org.Ndisplodere.JUm2807.v43.eg.db,TxDb.Nematocida.displodere.JUm2807.MicrosporidiaDB.v43,strain.JUm2807,Nematocida displodere JUm2807,,,Nematocida displodere strain JUm2807,Combined information for Nematocida displodere JUm2807,MicrosporidiaDB 43 Combined information for Nematocida displodere JUm2807,OrganismDBI,SQLiteFile,microsporidiadb.Nematocida.displodere.JUm2807.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Nematocida.displodere.JUm2807.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_NceranaePA08_1199,3265,2740,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/NceranaePA08_1199/gff/data/MicrosporidiaDB-43_NceranaePA08_1199.gff,43,Nosema ceranae,40302,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Nosema.ceranae.PA08.1199.v43,GRanges.Nosema.ceranae.PA08.1199.v43.rda,microsporidiadb.Nosema.ceranae.PA08.1199.v43,org.Nceranae.PA08.1199.v43.eg.db,TxDb.Nosema.ceranae.PA08.1199.MicrosporidiaDB.v43,strain.PA08.1199,Nosema ceranae PA08 1199,,,Nosema ceranae strain PA08_1199,Combined information for Nosema ceranae PA08 1199,MicrosporidiaDB 43 Combined information for Nosema ceranae PA08 1199,OrganismDBI,SQLiteFile,microsporidiadb.Nosema.ceranae.PA08.1199.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Nosema.ceranae.PA08.1199.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_PneurophiliaMK1,3676,2602,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/PneurophiliaMK1/gff/data/MicrosporidiaDB-43_PneurophiliaMK1.gff,43,Pseudoloma neurophilia,146866,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Pseudoloma.neurophilia.MK1.v43,GRanges.Pseudoloma.neurophilia.MK1.v43.rda,microsporidiadb.Pseudoloma.neurophilia.MK1.v43,org.Pneurophilia.MK1.v43.eg.db,TxDb.Pseudoloma.neurophilia.MK1.MicrosporidiaDB.v43,strain.MK1,Pseudoloma neurophilia MK1,,,Pseudoloma neurophilia strain MK1,Combined information for Pseudoloma neurophilia MK1,MicrosporidiaDB 43 Combined information for Pseudoloma neurophilia MK1,OrganismDBI,SQLiteFile,microsporidiadb.Pseudoloma.neurophilia.MK1.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Pseudoloma.neurophilia.MK1.v43/graphInfo.rda
3.9,MicrosporidiaDB-43_ThominisUnknown,3253,2515,GFF,http://MicrosporidiaDB.org/common/downloads/release-43/ThominisUnknown/gff/data/MicrosporidiaDB-43_ThominisUnknown.gff,43,Trachipleistophora hominis,72359,TRUE,MicrosporidiaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Microsporidia,BSGenome.Trachipleistophora.hominis.Unknown.strain.v43,GRanges.Trachipleistophora.hominis.Unknown.strain.v43.rda,microsporidiadb.Trachipleistophora.hominis.Unknown.strain.v43,org.Thominis.Unknown.strain.v43.eg.db,TxDb.Trachipleistophora.hominis.Unknown.strain.MicrosporidiaDB.v43,Unknown.strain,Trachipleistophora hominis Unknown strain,,,Trachipleistophora hominis Unknown strain,Combined information for Trachipleistophora hominis Unknown strain,MicrosporidiaDB 43 Combined information for Trachipleistophora hominis Unknown strain,OrganismDBI,SQLiteFile,microsporidiadb.Trachipleistophora.hominis.Unknown.strain.v43,EuPathDB/OrganismDbi/3.9/microsporidiadb.Trachipleistophora.hominis.Unknown.strain.v43/graphInfo.rda
3.9,PiroplasmaDB-43_BbovisT2Bo,3781,3706,GFF,http://PiroplasmaDB.org/common/downloads/release-43/BbovisT2Bo/gff/data/PiroplasmaDB-43_BbovisT2Bo.gff,43,Babesia bovis T2Bo,484906,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Babesia.bovis.T2Bo.v43,GRanges.Babesia.bovis.T2Bo.v43.rda,piroplasmadb.Babesia.bovis.T2Bo.v43,org.Bbovis.T2Bo.v43.eg.db,TxDb.Babesia.bovis.T2Bo.PiroplasmaDB.v43,T2Bo,Babesia bovis T2Bo,,,Babesia bovis T2Bo,Combined information for Babesia bovis T2Bo,PiroplasmaDB 43 Combined information for Babesia bovis T2Bo,OrganismDBI,SQLiteFile,piroplasmadb.Babesia.bovis.T2Bo.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Babesia.bovis.T2Bo.v43/graphInfo.rda
3.9,PiroplasmaDB-43_BmicrotiRI,3685,2929,GFF,http://PiroplasmaDB.org/common/downloads/release-43/BmicrotiRI/gff/data/PiroplasmaDB-43_BmicrotiRI.gff,43,Babesia microti strain RI,1133968,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Babesia.microti.RI.v43,GRanges.Babesia.microti.RI.v43.rda,piroplasmadb.Babesia.microti.RI.v43,org.Bmicroti.RI.v43.eg.db,TxDb.Babesia.microti.RI.PiroplasmaDB.v43,strain.RI,Babesia microti RI,,,Babesia microti strain RI,Combined information for Babesia microti RI,PiroplasmaDB 43 Combined information for Babesia microti RI,OrganismDBI,SQLiteFile,piroplasmadb.Babesia.microti.RI.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Babesia.microti.RI.v43/graphInfo.rda
3.9,PiroplasmaDB-43_TannulataAnkara,3845,3796,GFF,http://PiroplasmaDB.org/common/downloads/release-43/TannulataAnkara/gff/data/PiroplasmaDB-43_TannulataAnkara.gff,43,Theileria annulata strain Ankara,353154,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Theileria.annulata.Ankara.v43,GRanges.Theileria.annulata.Ankara.v43.rda,piroplasmadb.Theileria.annulata.Ankara.v43,org.Tannulata.Ankara.v43.eg.db,TxDb.Theileria.annulata.Ankara.PiroplasmaDB.v43,strain.Ankara,Theileria annulata Ankara,,,Theileria annulata strain Ankara,Combined information for Theileria annulata Ankara,PiroplasmaDB 43 Combined information for Theileria annulata Ankara,OrganismDBI,SQLiteFile,piroplasmadb.Theileria.annulata.Ankara.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Theileria.annulata.Ankara.v43/graphInfo.rda
3.9,PiroplasmaDB-43_TequiWA,5397,5076,GFF,http://PiroplasmaDB.org/common/downloads/release-43/TequiWA/gff/data/PiroplasmaDB-43_TequiWA.gff,43,Theileria equi strain WA,1537102,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Theileria.equi.WA.v43,GRanges.Theileria.equi.WA.v43.rda,piroplasmadb.Theileria.equi.WA.v43,org.Tequi.WA.v43.eg.db,TxDb.Theileria.equi.WA.PiroplasmaDB.v43,strain.WA,Theileria equi WA,,,Theileria equi strain WA,Combined information for Theileria equi WA,PiroplasmaDB 43 Combined information for Theileria equi WA,OrganismDBI,SQLiteFile,piroplasmadb.Theileria.equi.WA.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Theileria.equi.WA.v43/graphInfo.rda
3.9,PiroplasmaDB-43_TorientalisShintoku,4058,3616,GFF,http://PiroplasmaDB.org/common/downloads/release-43/TorientalisShintoku/gff/data/PiroplasmaDB-43_TorientalisShintoku.gff,43,Theileria orientalis strain Shintoku,869250,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Theileria.orientalis.Shintoku.v43,GRanges.Theileria.orientalis.Shintoku.v43.rda,piroplasmadb.Theileria.orientalis.Shintoku.v43,org.Torientalis.Shintoku.v43.eg.db,TxDb.Theileria.orientalis.Shintoku.PiroplasmaDB.v43,strain.Shintoku,Theileria orientalis Shintoku,,,Theileria orientalis strain Shintoku,Combined information for Theileria orientalis Shintoku,PiroplasmaDB 43 Combined information for Theileria orientalis Shintoku,OrganismDBI,SQLiteFile,piroplasmadb.Theileria.orientalis.Shintoku.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Theileria.orientalis.Shintoku.v43/graphInfo.rda
3.9,PiroplasmaDB-43_TparvaMuguga,4167,4030,GFF,http://PiroplasmaDB.org/common/downloads/release-43/TparvaMuguga/gff/data/PiroplasmaDB-43_TparvaMuguga.gff,43,Theileria parva strain Muguga,333668,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Theileria.parva.Muguga.v43,GRanges.Theileria.parva.Muguga.v43.rda,piroplasmadb.Theileria.parva.Muguga.v43,org.Tparva.Muguga.v43.eg.db,TxDb.Theileria.parva.Muguga.PiroplasmaDB.v43,strain.Muguga,Theileria parva Muguga,,,Theileria parva strain Muguga,Combined information for Theileria parva Muguga,PiroplasmaDB 43 Combined information for Theileria parva Muguga,OrganismDBI,SQLiteFile,piroplasmadb.Theileria.parva.Muguga.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Theileria.parva.Muguga.v43/graphInfo.rda
3.9,PiroplasmaDB-43_BbigeminaBOND,5136,4789,GFF,http://PiroplasmaDB.org/common/downloads/release-43/BbigeminaBOND/gff/data/PiroplasmaDB-43_BbigeminaBOND.gff,43,Babesia bigemina,5866,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Babesia.bigemina.BOND.v43,GRanges.Babesia.bigemina.BOND.v43.rda,piroplasmadb.Babesia.bigemina.BOND.v43,org.Bbigemina.BOND.v43.eg.db,TxDb.Babesia.bigemina.BOND.PiroplasmaDB.v43,strain.BOND,Babesia bigemina BOND,,,Babesia bigemina strain BOND,Combined information for Babesia bigemina BOND,PiroplasmaDB 43 Combined information for Babesia bigemina BOND,OrganismDBI,SQLiteFile,piroplasmadb.Babesia.bigemina.BOND.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Babesia.bigemina.BOND.v43/graphInfo.rda
3.9,PiroplasmaDB-43_Bdivergens1802A,4187,3993,GFF,http://PiroplasmaDB.org/common/downloads/release-43/Bdivergens1802A/gff/data/PiroplasmaDB-43_Bdivergens1802A.gff,43,Babesia divergens,32595,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Babesia.divergens.1802A.v43,GRanges.Babesia.divergens.1802A.v43.rda,piroplasmadb.Babesia.divergens.1802A.v43,org.Bdivergens.1802A.v43.eg.db,TxDb.Babesia.divergens.1802A.PiroplasmaDB.v43,strain.1802A,Babesia divergens 1802A,,,Babesia divergens strain 1802A,Combined information for Babesia divergens 1802A,PiroplasmaDB 43 Combined information for Babesia divergens 1802A,OrganismDBI,SQLiteFile,piroplasmadb.Babesia.divergens.1802A.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Babesia.divergens.1802A.v43/graphInfo.rda
3.9,PiroplasmaDB-43_BovataMiyake,5108,4592,GFF,http://PiroplasmaDB.org/common/downloads/release-43/BovataMiyake/gff/data/PiroplasmaDB-43_BovataMiyake.gff,43,Babesia ovata,189622,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Babesia.ovata.Miyake.v43,GRanges.Babesia.ovata.Miyake.v43.rda,piroplasmadb.Babesia.ovata.Miyake.v43,org.Bovata.Miyake.v43.eg.db,TxDb.Babesia.ovata.Miyake.PiroplasmaDB.v43,strain.Miyake,Babesia ovata Miyake,,,Babesia ovata strain Miyake,Combined information for Babesia ovata Miyake,PiroplasmaDB 43 Combined information for Babesia ovata Miyake,OrganismDBI,SQLiteFile,piroplasmadb.Babesia.ovata.Miyake.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Babesia.ovata.Miyake.v43/graphInfo.rda
3.9,PiroplasmaDB-43_CfelisWinnie,4389,3580,GFF,http://PiroplasmaDB.org/common/downloads/release-43/CfelisWinnie/gff/data/PiroplasmaDB-43_CfelisWinnie.gff,43,Cytauxzoon felis,27996,TRUE,PiroplasmaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Piroplasma,BSGenome.Cytauxzoon.felis.Winnie.v43,GRanges.Cytauxzoon.felis.Winnie.v43.rda,piroplasmadb.Cytauxzoon.felis.Winnie.v43,org.Cfelis.Winnie.v43.eg.db,TxDb.Cytauxzoon.felis.Winnie.PiroplasmaDB.v43,strain.Winnie,Cytauxzoon felis Winnie,,,Cytauxzoon felis strain Winnie,Combined information for Cytauxzoon felis Winnie,PiroplasmaDB 43 Combined information for Cytauxzoon felis Winnie,OrganismDBI,SQLiteFile,piroplasmadb.Cytauxzoon.felis.Winnie.v43,EuPathDB/OrganismDbi/3.9/piroplasmadb.Cytauxzoon.felis.Winnie.v43/graphInfo.rda
3.9,PlasmoDB-43_PbergheiANKA,5245,5067,GFF,http://PlasmoDB.org/common/downloads/release-43/PbergheiANKA/gff/data/PlasmoDB-43_PbergheiANKA.gff,43,Plasmodium berghei ANKA,5823,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.berghei.ANKA.v43,GRanges.Plasmodium.berghei.ANKA.v43.rda,plasmodb.Plasmodium.berghei.ANKA.v43,org.Pberghei.ANKA.v43.eg.db,TxDb.Plasmodium.berghei.ANKA.PlasmoDB.v43,ANKA,Plasmodium berghei ANKA,,,Plasmodium berghei ANKA,Combined information for Plasmodium berghei ANKA,PlasmoDB 43 Combined information for Plasmodium berghei ANKA,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.berghei.ANKA.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.berghei.ANKA.v43/graphInfo.rda
3.9,PlasmoDB-43_Pchabaudichabaudi,5364,5216,GFF,http://PlasmoDB.org/common/downloads/release-43/Pchabaudichabaudi/gff/data/PlasmoDB-43_Pchabaudichabaudi.gff,43,Plasmodium chabaudi chabaudi,31271,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.chabaudi.chabaudi.v43,GRanges.Plasmodium.chabaudi.chabaudi.v43.rda,plasmodb.Plasmodium.chabaudi.chabaudi.v43,org.Pchabaudi.chabaudi.v43.eg.db,TxDb.Plasmodium.chabaudi.chabaudi.PlasmoDB.v43,chabaudi,Plasmodium chabaudi chabaudi,,,Plasmodium chabaudi chabaudi,Combined information for Plasmodium chabaudi chabaudi,PlasmoDB 43 Combined information for Plasmodium chabaudi chabaudi,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.chabaudi.chabaudi.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.chabaudi.chabaudi.v43/graphInfo.rda
3.9,PlasmoDB-43_PcynomolgiB,5776,5672,GFF,http://PlasmoDB.org/common/downloads/release-43/PcynomolgiB/gff/data/PlasmoDB-43_PcynomolgiB.gff,43,Plasmodium cynomolgi strain B,1120755,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.cynomolgi.B.v43,GRanges.Plasmodium.cynomolgi.B.v43.rda,plasmodb.Plasmodium.cynomolgi.B.v43,org.Pcynomolgi.B.v43.eg.db,TxDb.Plasmodium.cynomolgi.B.PlasmoDB.v43,strain.B,Plasmodium cynomolgi B,,,Plasmodium cynomolgi strain B,Combined information for Plasmodium cynomolgi B,PlasmoDB 43 Combined information for Plasmodium cynomolgi B,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.cynomolgi.B.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.cynomolgi.B.v43/graphInfo.rda
3.9,PlasmoDB-43_PcynomolgiM,6831,6650,GFF,http://PlasmoDB.org/common/downloads/release-43/PcynomolgiM/gff/data/PlasmoDB-43_PcynomolgiM.gff,43,Plasmodium cynomolgi strain M,1274352,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.cynomolgi.M.v43,GRanges.Plasmodium.cynomolgi.M.v43.rda,plasmodb.Plasmodium.cynomolgi.M.v43,org.Pcynomolgi.M.v43.eg.db,TxDb.Plasmodium.cynomolgi.M.PlasmoDB.v43,strain.M,Plasmodium cynomolgi M,,,Plasmodium cynomolgi strain M,Combined information for Plasmodium cynomolgi M,PlasmoDB 43 Combined information for Plasmodium cynomolgi M,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.cynomolgi.M.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.cynomolgi.M.v43/graphInfo.rda
3.9,PlasmoDB-43_Pfalciparum3D7,5712,5458,GFF,http://PlasmoDB.org/common/downloads/release-43/Pfalciparum3D7/gff/data/PlasmoDB-43_Pfalciparum3D7.gff,43,Plasmodium falciparum 3D7,36329,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.3D7.v43,GRanges.Plasmodium.falciparum.3D7.v43.rda,plasmodb.Plasmodium.falciparum.3D7.v43,org.Pfalciparum.3D7.v43.eg.db,TxDb.Plasmodium.falciparum.3D7.PlasmoDB.v43,3D7,Plasmodium falciparum 3D7,,,Plasmodium falciparum 3D7,Combined information for Plasmodium falciparum 3D7,PlasmoDB 43 Combined information for Plasmodium falciparum 3D7,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.falciparum.3D7.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.falciparum.3D7.v43/graphInfo.rda
3.9,PlasmoDB-43_Pfalciparum7G8,5505,5335,GFF,http://PlasmoDB.org/common/downloads/release-43/Pfalciparum7G8/gff/data/PlasmoDB-43_Pfalciparum7G8.gff,43,Plasmodium falciparum 7G8,57266,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.7G8.v43,GRanges.Plasmodium.falciparum.7G8.v43.rda,plasmodb.Plasmodium.falciparum.7G8.v43,org.Pfalciparum.7G8.v43.eg.db,TxDb.Plasmodium.falciparum.7G8.PlasmoDB.v43,7G8,Plasmodium falciparum 7G8,,,Plasmodium falciparum 7G8,Combined information for Plasmodium falciparum 7G8,PlasmoDB 43 Combined information for Plasmodium falciparum 7G8,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.falciparum.7G8.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.falciparum.7G8.v43/graphInfo.rda
3.9,PlasmoDB-43_PfalciparumDd2,5461,5322,GFF,http://PlasmoDB.org/common/downloads/release-43/PfalciparumDd2/gff/data/PlasmoDB-43_PfalciparumDd2.gff,43,Plasmodium falciparum Dd2,57267,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.Dd2.v43,GRanges.Plasmodium.falciparum.Dd2.v43.rda,plasmodb.Plasmodium.falciparum.Dd2.v43,org.Pfalciparum.Dd2.v43.eg.db,TxDb.Plasmodium.falciparum.Dd2.PlasmoDB.v43,Dd2,Plasmodium falciparum Dd2,,,Plasmodium falciparum Dd2,Combined information for Plasmodium falciparum Dd2,PlasmoDB 43 Combined information for Plasmodium falciparum Dd2,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.falciparum.Dd2.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.falciparum.Dd2.v43/graphInfo.rda
3.9,PlasmoDB-43_PfalciparumHB3,5461,5320,GFF,http://PlasmoDB.org/common/downloads/release-43/PfalciparumHB3/gff/data/PlasmoDB-43_PfalciparumHB3.gff,43,Plasmodium falciparum HB3,137071,TRUE,PlasmoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Plasmodium,BSGenome.Plasmodium.falciparum.HB3.v43,GRanges.Plasmodium.falciparum.HB3.v43.rda,plasmodb.Plasmodium.falciparum.HB3.v43,org.Pfalciparum.HB3.v43.eg.db,TxDb.Plasmodium.falciparum.HB3.PlasmoDB.v43,HB3,Plasmodium falciparum HB3,,,Plasmodium falciparum HB3,Combined information for Plasmodium falciparum HB3,PlasmoDB 43 Combined information for Plasmodium falciparum HB3,OrganismDBI,SQLiteFile,plasmodb.Plasmodium.falciparum.HB3.v43,EuPathDB/OrganismDbi/3.9/plasmodb.Plasmodium.falciparum.HB3.v43/graphInfo.rda
