BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Strain,Taxon,Genus,Sp,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath
v3.9,FungiDB-44_CtropicalisMYA3404,6441,5992,GFF,http://FungiDB.org/common/downloads/release-42/CtropicalisMYA3404/gff/data/FungiDB-42_CtropicalisMYA3404.gff,42,Candida tropicalis MYA-3404,294747,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Candida.tropicalis.MYA.3404.v42,GRanges.Candida.tropicalis.MYA.3404.v42.rda,fungidb.Candida.tropicalis.MYA.3404.v42,org.Ctropicalis.MYA.3404.v42.eg.db,TxDb.Candida.tropicalis.MYA.3404.FungiDB.v42,MYA.3404,Candida tropicalis MYA 3404,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Candida.tropicalis.MYA.3404.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Candida.tropicalis.MYA.3404.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Candida.tropicalis.MYA.3404.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ctropicalis.MYA.3404.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Candida.tropicalis.MYA.3404.FungiDB.v42.sqlite,Candida tropicalis MYA-3404,Transcript information for Candida tropicalis MYA 3404,FungiDB 42 transcript information for Candida tropicalis MYA 3404,GRanges,GRanges,GRanges.Candida.tropicalis.MYA.3404.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Candida.tropicalis.MYA.3404.v42.rda
v3.9,FungiDB-44_CcarrioniiKSF,11240,10048,GFF,http://FungiDB.org/common/downloads/release-42/CcarrioniiKSF/gff/data/FungiDB-42_CcarrioniiKSF.gff,42,Cladophialophora carrionii,86049,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cladophialophora.carrionii.KSF.v42,GRanges.Cladophialophora.carrionii.KSF.v42.rda,fungidb.Cladophialophora.carrionii.KSF.v42,org.Ccarrionii.KSF.v42.eg.db,TxDb.Cladophialophora.carrionii.KSF.FungiDB.v42,KSF,Cladophialophora carrionii KSF,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Cladophialophora.carrionii.KSF.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Cladophialophora.carrionii.KSF.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Cladophialophora.carrionii.KSF.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Ccarrionii.KSF.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Cladophialophora.carrionii.KSF.FungiDB.v42.sqlite,Cladophialophora carrionii KSF,Transcript information for Cladophialophora carrionii KSF,FungiDB 42 transcript information for Cladophialophora carrionii KSF,GRanges,GRanges,GRanges.Cladophialophora.carrionii.KSF.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Cladophialophora.carrionii.KSF.v42.rda
v3.9,FungiDB-44_CimmundaCBS83496,12879,11864,GFF,http://FungiDB.org/common/downloads/release-42/CimmundaCBS83496/gff/data/FungiDB-42_CimmundaCBS83496.gff,42,Cladophialophora immunda,569365,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Cladophialophora.immunda.CBS.83496.v42,GRanges.Cladophialophora.immunda.CBS.83496.v42.rda,fungidb.Cladophialophora.immunda.CBS.83496.v42,org.Cimmunda.CBS.83496.v42.eg.db,TxDb.Cladophialophora.immunda.CBS.83496.FungiDB.v42,strain.CBS.83496,Cladophialophora immunda CBS 83496,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Cladophialophora.immunda.CBS.83496.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Cladophialophora.immunda.CBS.83496.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Cladophialophora.immunda.CBS.83496.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cimmunda.CBS.83496.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Cladophialophora.immunda.CBS.83496.FungiDB.v42.sqlite,Cladophialophora immunda strain CBS 83496,Transcript information for Cladophialophora immunda CBS 83496,FungiDB 42 transcript information for Cladophialophora immunda CBS 83496,GRanges,GRanges,GRanges.Cladophialophora.immunda.CBS.83496.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Cladophialophora.immunda.CBS.83496.v42.rda
v3.9,FungiDB-44_CimmitisRMSCC2394,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CimmitisRMSCC2394/gff/data/FungiDB-42_CimmitisRMSCC2394.gff,42,Coccidioides immitis RMSCC 2394,404692,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.2394.v42,GRanges.Coccidioides.immitis.RMSCC.2394.v42.rda,fungidb.Coccidioides.immitis.RMSCC.2394.v42,org.Cimmitis.RMSCC.2394.v42.eg.db,TxDb.Coccidioides.immitis.RMSCC.2394.FungiDB.v42,RMSCC.2394,Coccidioides immitis RMSCC 2394,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.immitis.RMSCC.2394.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.immitis.RMSCC.2394.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.immitis.RMSCC.2394.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cimmitis.RMSCC.2394.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.immitis.RMSCC.2394.FungiDB.v42.sqlite,Coccidioides immitis RMSCC 2394,Transcript information for Coccidioides immitis RMSCC 2394,FungiDB 42 transcript information for Coccidioides immitis RMSCC 2394,GRanges,GRanges,GRanges.Coccidioides.immitis.RMSCC.2394.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.immitis.RMSCC.2394.v42.rda
v3.9,FungiDB-44_CimmitisRMSCC3703,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CimmitisRMSCC3703/gff/data/FungiDB-42_CimmitisRMSCC3703.gff,42,Coccidioides immitis RMSCC 3703,454286,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.immitis.RMSCC.3703.v42,GRanges.Coccidioides.immitis.RMSCC.3703.v42.rda,fungidb.Coccidioides.immitis.RMSCC.3703.v42,org.Cimmitis.RMSCC.3703.v42.eg.db,TxDb.Coccidioides.immitis.RMSCC.3703.FungiDB.v42,RMSCC.3703,Coccidioides immitis RMSCC 3703,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.immitis.RMSCC.3703.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.immitis.RMSCC.3703.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.immitis.RMSCC.3703.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cimmitis.RMSCC.3703.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.immitis.RMSCC.3703.FungiDB.v42.sqlite,Coccidioides immitis RMSCC 3703,Transcript information for Coccidioides immitis RMSCC 3703,FungiDB 42 transcript information for Coccidioides immitis RMSCC 3703,GRanges,GRanges,GRanges.Coccidioides.immitis.RMSCC.3703.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.immitis.RMSCC.3703.v42.rda
v3.9,FungiDB-44_CposadasiiCPA0001,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiCPA0001/gff/data/FungiDB-42_CposadasiiCPA0001.gff,42,Coccidioides posadasii CPA 0001,469472,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0001.v42,GRanges.Coccidioides.posadasii.CPA.0001.v42.rda,fungidb.Coccidioides.posadasii.CPA.0001.v42,org.Cposadasii.CPA.0001.v42.eg.db,TxDb.Coccidioides.posadasii.CPA.0001.FungiDB.v42,CPA.0001,Coccidioides posadasii CPA 0001,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.CPA.0001.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0001.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.CPA.0001.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.CPA.0001.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.CPA.0001.FungiDB.v42.sqlite,Coccidioides posadasii CPA 0001,Transcript information for Coccidioides posadasii CPA 0001,FungiDB 42 transcript information for Coccidioides posadasii CPA 0001,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0001.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0001.v42.rda
v3.9,FungiDB-44_CposadasiiCPA0020,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiCPA0020/gff/data/FungiDB-42_CposadasiiCPA0020.gff,42,Coccidioides posadasii CPA 0020,490068,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0020.v42,GRanges.Coccidioides.posadasii.CPA.0020.v42.rda,fungidb.Coccidioides.posadasii.CPA.0020.v42,org.Cposadasii.CPA.0020.v42.eg.db,TxDb.Coccidioides.posadasii.CPA.0020.FungiDB.v42,CPA.0020,Coccidioides posadasii CPA 0020,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.CPA.0020.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0020.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.CPA.0020.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.CPA.0020.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.CPA.0020.FungiDB.v42.sqlite,Coccidioides posadasii CPA 0020,Transcript information for Coccidioides posadasii CPA 0020,FungiDB 42 transcript information for Coccidioides posadasii CPA 0020,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0020.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0020.v42.rda
v3.9,FungiDB-44_CposadasiiCPA0066,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiCPA0066/gff/data/FungiDB-42_CposadasiiCPA0066.gff,42,Coccidioides posadasii CPA 0066,490069,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.CPA.0066.v42,GRanges.Coccidioides.posadasii.CPA.0066.v42.rda,fungidb.Coccidioides.posadasii.CPA.0066.v42,org.Cposadasii.CPA.0066.v42.eg.db,TxDb.Coccidioides.posadasii.CPA.0066.FungiDB.v42,CPA.0066,Coccidioides posadasii CPA 0066,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.CPA.0066.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0066.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.CPA.0066.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.CPA.0066.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.CPA.0066.FungiDB.v42.sqlite,Coccidioides posadasii CPA 0066,Transcript information for Coccidioides posadasii CPA 0066,FungiDB 42 transcript information for Coccidioides posadasii CPA 0066,GRanges,GRanges,GRanges.Coccidioides.posadasii.CPA.0066.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.CPA.0066.v42.rda
v3.9,FungiDB-44_CposadasiiRMSCC1037,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC1037/gff/data/FungiDB-42_CposadasiiRMSCC1037.gff,42,Coccidioides posadasii RMSCC 1037,490065,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.1037.v42,GRanges.Coccidioides.posadasii.RMSCC.1037.v42.rda,fungidb.Coccidioides.posadasii.RMSCC.1037.v42,org.Cposadasii.RMSCC.1037.v42.eg.db,TxDb.Coccidioides.posadasii.RMSCC.1037.FungiDB.v42,RMSCC.1037,Coccidioides posadasii RMSCC 1037,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.RMSCC.1037.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.1037.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.RMSCC.1037.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.RMSCC.1037.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.RMSCC.1037.FungiDB.v42.sqlite,Coccidioides posadasii RMSCC 1037,Transcript information for Coccidioides posadasii RMSCC 1037,FungiDB 42 transcript information for Coccidioides posadasii RMSCC 1037,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.1037.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.1037.v42.rda
v3.9,FungiDB-44_CposadasiiRMSCC1038,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC1038/gff/data/FungiDB-42_CposadasiiRMSCC1038.gff,42,Coccidioides posadasii RMSCC 1038,490066,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.1038.v42,GRanges.Coccidioides.posadasii.RMSCC.1038.v42.rda,fungidb.Coccidioides.posadasii.RMSCC.1038.v42,org.Cposadasii.RMSCC.1038.v42.eg.db,TxDb.Coccidioides.posadasii.RMSCC.1038.FungiDB.v42,RMSCC.1038,Coccidioides posadasii RMSCC 1038,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.RMSCC.1038.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.1038.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.RMSCC.1038.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.RMSCC.1038.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.RMSCC.1038.FungiDB.v42.sqlite,Coccidioides posadasii RMSCC 1038,Transcript information for Coccidioides posadasii RMSCC 1038,FungiDB 42 transcript information for Coccidioides posadasii RMSCC 1038,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.1038.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.1038.v42.rda
v3.9,FungiDB-44_CposadasiiRMSCC2133,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC2133/gff/data/FungiDB-42_CposadasiiRMSCC2133.gff,42,Coccidioides posadasii RMSCC 2133,469470,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.2133.v42,GRanges.Coccidioides.posadasii.RMSCC.2133.v42.rda,fungidb.Coccidioides.posadasii.RMSCC.2133.v42,org.Cposadasii.RMSCC.2133.v42.eg.db,TxDb.Coccidioides.posadasii.RMSCC.2133.FungiDB.v42,RMSCC.2133,Coccidioides posadasii RMSCC 2133,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.RMSCC.2133.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.2133.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.RMSCC.2133.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.RMSCC.2133.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.RMSCC.2133.FungiDB.v42.sqlite,Coccidioides posadasii RMSCC 2133,Transcript information for Coccidioides posadasii RMSCC 2133,FungiDB 42 transcript information for Coccidioides posadasii RMSCC 2133,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.2133.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.2133.v42.rda
v3.9,FungiDB-44_CposadasiiRMSCC3700,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/CposadasiiRMSCC3700/gff/data/FungiDB-42_CposadasiiRMSCC3700.gff,42,Coccidioides posadasii RMSCC 3700,469471,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Coccidioides.posadasii.RMSCC.3700.v42,GRanges.Coccidioides.posadasii.RMSCC.3700.v42.rda,fungidb.Coccidioides.posadasii.RMSCC.3700.v42,org.Cposadasii.RMSCC.3700.v42.eg.db,TxDb.Coccidioides.posadasii.RMSCC.3700.FungiDB.v42,RMSCC.3700,Coccidioides posadasii RMSCC 3700,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Coccidioides.posadasii.RMSCC.3700.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.3700.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Coccidioides.posadasii.RMSCC.3700.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Cposadasii.RMSCC.3700.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Coccidioides.posadasii.RMSCC.3700.FungiDB.v42.sqlite,Coccidioides posadasii RMSCC 3700,Transcript information for Coccidioides posadasii RMSCC 3700,FungiDB 42 transcript information for Coccidioides posadasii RMSCC 3700,GRanges,GRanges,GRanges.Coccidioides.posadasii.RMSCC.3700.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Coccidioides.posadasii.RMSCC.3700.v42.rda
v3.9,FungiDB-44_EoligospermaCBS72588,11938,11095,GFF,http://FungiDB.org/common/downloads/release-42/EoligospermaCBS72588/gff/data/FungiDB-42_EoligospermaCBS72588.gff,42,Exophiala oligosperma,215243,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Exophiala.oligosperma.CBS.72588.v42,GRanges.Exophiala.oligosperma.CBS.72588.v42.rda,fungidb.Exophiala.oligosperma.CBS.72588.v42,org.Eoligosperma.CBS.72588.v42.eg.db,TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v42,strain.CBS.72588,Exophiala oligosperma CBS 72588,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Exophiala.oligosperma.CBS.72588.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Exophiala.oligosperma.CBS.72588.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Exophiala.oligosperma.CBS.72588.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Eoligosperma.CBS.72588.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Exophiala.oligosperma.CBS.72588.FungiDB.v42.sqlite,Exophiala oligosperma strain CBS 72588,Transcript information for Exophiala oligosperma CBS 72588,FungiDB 42 transcript information for Exophiala oligosperma CBS 72588,GRanges,GRanges,GRanges.Exophiala.oligosperma.CBS.72588.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Exophiala.oligosperma.CBS.72588.v42.rda
v3.9,FungiDB-44_FpedrosoiCBS271-37,12573,11964,GFF,http://FungiDB.org/common/downloads/release-42/FpedrosoiCBS271-37/gff/data/FungiDB-42_FpedrosoiCBS271-37.gff,42,Fonsecaea pedrosoi CBS 271.37,1442368,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v42,GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda,fungidb.Fonsecaea.pedrosoi.CBS.271.37.v42,org.Fpedrosoi.CBS.271.37.v42.eg.db,TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v42,CBS.271.37,Fonsecaea pedrosoi CBS 271 37,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Fonsecaea.pedrosoi.CBS.271.37.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Fonsecaea.pedrosoi.CBS.271.37.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Fpedrosoi.CBS.271.37.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Fonsecaea.pedrosoi.CBS.271.37.FungiDB.v42.sqlite,Fonsecaea pedrosoi CBS 271.37,Transcript information for Fonsecaea pedrosoi CBS 271 37,FungiDB 42 transcript information for Fonsecaea pedrosoi CBS 271 37,GRanges,GRanges,GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Fonsecaea.pedrosoi.CBS.271.37.v42.rda
v3.9,FungiDB-44_KheveanensisCBS569,8002,7197,GFF,http://FungiDB.org/common/downloads/release-42/KheveanensisCBS569/gff/data/FungiDB-42_KheveanensisCBS569.gff,42,Cryptococcus heveanensis CBS 569,1296119,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Kwoniella.heveanensis.CBS.569.v42,GRanges.Kwoniella.heveanensis.CBS.569.v42.rda,fungidb.Kwoniella.heveanensis.CBS.569.v42,org.Kheveanensis.CBS.569.v42.eg.db,TxDb.Kwoniella.heveanensis.CBS.569.FungiDB.v42,CBS.569,Kwoniella heveanensis CBS 569,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Kwoniella.heveanensis.CBS.569.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Kwoniella.heveanensis.CBS.569.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Kwoniella.heveanensis.CBS.569.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Kheveanensis.CBS.569.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Kwoniella.heveanensis.CBS.569.FungiDB.v42.sqlite,Kwoniella heveanensis CBS 569,Transcript information for Kwoniella heveanensis CBS 569,FungiDB 42 transcript information for Kwoniella heveanensis CBS 569,GRanges,GRanges,GRanges.Kwoniella.heveanensis.CBS.569.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Kwoniella.heveanensis.CBS.569.v42.rda
v3.9,FungiDB-44_NalbidaJCM2334,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/NalbidaJCM2334/gff/data/FungiDB-42_NalbidaJCM2334.gff,42,Naganishia albida,100951,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Naganishia.albida.JCM2334.v42,GRanges.Naganishia.albida.JCM2334.v42.rda,fungidb.Naganishia.albida.JCM2334.v42,org.Nalbida.JCM2334.v42.eg.db,TxDb.Naganishia.albida.JCM2334.FungiDB.v42,JCM2334,Naganishia albida JCM2334,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Naganishia.albida.JCM2334.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Naganishia.albida.JCM2334.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Naganishia.albida.JCM2334.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Nalbida.JCM2334.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Naganishia.albida.JCM2334.FungiDB.v42.sqlite,Naganishia albida JCM2334,Transcript information for Naganishia albida JCM2334,FungiDB 42 transcript information for Naganishia albida JCM2334,GRanges,GRanges,GRanges.Naganishia.albida.JCM2334.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Naganishia.albida.JCM2334.v42.rda
v3.9,FungiDB-44_NalbidaNRRLY1402,NA,NA,GFF,http://FungiDB.org/common/downloads/release-42/NalbidaNRRLY1402/gff/data/FungiDB-42_NalbidaNRRLY1402.gff,42,Naganishia albida,100951,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Naganishia.albida.NRRL.Y.1402.v42,GRanges.Naganishia.albida.NRRL.Y.1402.v42.rda,fungidb.Naganishia.albida.NRRL.Y.1402.v42,org.Nalbida.NRRL.Y.1402.v42.eg.db,TxDb.Naganishia.albida.NRRL.Y.1402.FungiDB.v42,NRRL.Y.1402,Naganishia albida NRRL Y 1402,NA,NA,EuPathDB/BSgenome/v3.9/BSGenome.Naganishia.albida.NRRL.Y.1402.v42/single_sequences.2bit,EuPathDB/GRanges/v3.9/GRanges.Naganishia.albida.NRRL.Y.1402.v42.rda,EuPathDB/OrganismDbi/v3.9/fungidb.Naganishia.albida.NRRL.Y.1402.v42/graphInfo.rda,EuPathDB/OrgDb/v3.9/org.Nalbida.NRRL.Y.1402.v42.eg.sqlite,EuPathDB/TxDb/v3.9/TxDb.Naganishia.albida.NRRL.Y.1402.FungiDB.v42.sqlite,Naganishia albida NRRL Y-1402,Transcript information for Naganishia albida NRRL Y 1402,FungiDB 42 transcript information for Naganishia albida NRRL Y 1402,GRanges,GRanges,GRanges.Naganishia.albida.NRRL.Y.1402.v42.rda,EuPathDB/GRanges/v3.9/GRanges.Naganishia.albida.NRRL.Y.1402.v42.rda
